"id","type","url","locale","title","status","author","editor","reviewer","published_at","updated_at","last_fact_checked_at","next_review_at","word_count","hero_media","inline_media_count","source_count","claim_count","internal_links","external_links","search_indexed","canonical","quality_score","action","owner","notes"
"route:/places/el-bolson","public_route","/places/el-bolson","ru","Эль-Больсон — места Аргентины","published_public","not_recorded","not_recorded","review_required","not_recorded","not_recorded","not_recorded","review_required","2","missing","0","not_measured","not_measured","0","0","not_verified","yes","not_measured","HUMAN_REVIEW","Destination editor","present_in_0-error_public_editorial_sitemap;http_status=200;robots_indexable=yes;content_metrics_from_rendered_main"
"route:/places/lanin","public_route","/places/lanin","ru","Национальный парк Ланин — места Аргентины","published_public","not_recorded","not_recorded","review_required","not_recorded","not_recorded","not_recorded","review_required","2","missing","0","not_measured","not_measured","0","0","not_verified","yes","not_measured","HUMAN_REVIEW","Destination editor","present_in_0-error_public_editorial_sitemap;http_status=200;robots_indexable=yes;content_metrics_from_rendered_main"
"route:/places/los-antiguos","public_route","/places/los-antiguos","ru","Лос-Антигуос — места Аргентины","published_public","not_recorded","not_recorded","review_required","not_recorded","not_recorded","not_recorded","review_required","2","missing","0","not_measured","not_measured","0","0","not_verified","yes","not_measured","HUMAN_REVIEW","Destination editor","present_in_0-error_public_editorial_sitemap;http_status=200;robots_indexable=yes;content_metrics_from_rendered_main"
"route:/places/patagonia-park","public_route","/places/patagonia-park","ru","Национальный парк Патагония — места Аргентины","published_public","not_recorded","not_recorded","review_required","not_recorded","not_recorded","not_recorded","review_required","2","missing","0","not_measured","not_measured","0","0","not_verified","yes","not_measured","HUMAN_REVIEW","Destination editor","present_in_0-error_public_editorial_sitemap;http_status=200;robots_indexable=yes;content_metrics_from_rendered_main"
"route:/places/puerto-deseado","public_route","/places/puerto-deseado","ru","Пуэрто-Десеадо — места Аргентины","published_public","not_recorded","not_recorded","review_required","not_recorded","not_recorded","not_recorded","review_required","2","missing","0","not_measured","not_measured","0","0","not_verified","yes","not_measured","HUMAN_REVIEW","Destination editor","present_in_0-error_public_editorial_sitemap;http_status=200;robots_indexable=yes;content_metrics_from_rendered_main"
"route:/places/punta-tombo","public_route","/places/punta-tombo","ru","Пунта-Томбо — места Аргентины","published_public","not_recorded","not_recorded","review_required","not_recorded","not_recorded","not_recorded","review_required","2","missing","0","not_measured","not_measured","0","0","not_verified","yes","not_measured","HUMAN_REVIEW","Destination editor","present_in_0-error_public_editorial_sitemap;http_status=200;robots_indexable=yes;content_metrics_from_rendered_main"
"route:/collections/patagonia-highlights","public_route","/collections/patagonia-highlights","ru","Жемчужины Патагонии — подборки мест","published_public","not_recorded","not_recorded","review_required","not_recorded","not_recorded","not_recorded","review_required","2","missing","0","not_measured","not_measured","0","0","not_verified","yes","not_measured","HUMAN_REVIEW","Destination editor","present_in_0-error_public_editorial_sitemap;http_status=200;robots_indexable=yes;content_metrics_from_rendered_main"
"route:/collections/northwest-colors","public_route","/collections/northwest-colors","ru","Краски северо-запада — подборки мест","published_public","not_recorded","not_recorded","review_required","not_recorded","not_recorded","not_recorded","review_required","2","missing","0","not_measured","not_measured","0","0","not_verified","yes","not_measured","HUMAN_REVIEW","Destination editor","present_in_0-error_public_editorial_sitemap;http_status=200;robots_indexable=yes;content_metrics_from_rendered_main"
"route:/collections/unesco-heritage","public_route","/collections/unesco-heritage","ru","Объекты UNESCO — подборки мест","published_public","not_recorded","not_recorded","review_required","not_recorded","not_recorded","not_recorded","review_required","2","missing","0","not_measured","not_measured","0","0","not_verified","yes","not_measured","HUMAN_REVIEW","Destination editor","present_in_0-error_public_editorial_sitemap;http_status=200;robots_indexable=yes;content_metrics_from_rendered_main"
"route:/collections/wine-mendoza","public_route","/collections/wine-mendoza","ru","Винный маршрут Мендосы — подборки мест","published_public","not_recorded","not_recorded","review_required","not_recorded","not_recorded","not_recorded","review_required","2","missing","0","not_measured","not_measured","0","0","not_verified","yes","not_measured","HUMAN_REVIEW","Destination editor","present_in_0-error_public_editorial_sitemap;http_status=200;robots_indexable=yes;content_metrics_from_rendered_main"
"route:/collections/best-glaciers","public_route","/collections/best-glaciers","ru","Лучшие ледники Аргентины — подборки мест","published_public","not_recorded","not_recorded","review_required","not_recorded","not_recorded","not_recorded","review_required","2","missing","0","not_measured","not_measured","0","0","not_verified","yes","not_measured","HUMAN_REVIEW","Destination editor","present_in_0-error_public_editorial_sitemap;http_status=200;robots_indexable=yes;content_metrics_from_rendered_main"
"route:/collections/best-waterfalls","public_route","/collections/best-waterfalls","ru","Водопады Игуасу — подборки мест","published_public","not_recorded","not_recorded","review_required","not_recorded","not_recorded","not_recorded","review_required","2","missing","0","not_measured","not_measured","0","0","not_verified","yes","not_measured","HUMAN_REVIEW","Destination editor","present_in_0-error_public_editorial_sitemap;http_status=200;robots_indexable=yes;content_metrics_from_rendered_main"
"route:/collections/best-national-parks","public_route","/collections/best-national-parks","ru","Лучшие национальные парки — подборки мест","published_public","not_recorded","not_recorded","review_required","not_recorded","not_recorded","not_recorded","review_required","2","missing","0","not_measured","not_measured","0","0","not_verified","yes","not_measured","HUMAN_REVIEW","Destination editor","present_in_0-error_public_editorial_sitemap;http_status=200;robots_indexable=yes;content_metrics_from_rendered_main"
"route:/collections/best-trekking","public_route","/collections/best-trekking","ru","Лучшие места для треккинга — подборки мест","published_public","not_recorded","not_recorded","review_required","not_recorded","not_recorded","not_recorded","review_required","2","missing","0","not_measured","not_measured","0","0","not_verified","yes","not_measured","HUMAN_REVIEW","Destination editor","present_in_0-error_public_editorial_sitemap;http_status=200;robots_indexable=yes;content_metrics_from_rendered_main"
"route:/collections/best-for-photographers","public_route","/collections/best-for-photographers","ru","Лучшие места для фотографов — подборки мест","published_public","not_recorded","not_recorded","review_required","not_recorded","not_recorded","not_recorded","review_required","2","missing","0","not_measured","not_measured","0","0","not_verified","yes","not_measured","HUMAN_REVIEW","Destination editor","present_in_0-error_public_editorial_sitemap;http_status=200;robots_indexable=yes;content_metrics_from_rendered_main"
"route:/collections/wildlife-argentina","public_route","/collections/wildlife-argentina","ru","Дикая природа — подборки мест","published_public","not_recorded","not_recorded","review_required","not_recorded","not_recorded","not_recorded","review_required","2","missing","0","not_measured","not_measured","0","0","not_verified","yes","not_measured","HUMAN_REVIEW","Destination editor","present_in_0-error_public_editorial_sitemap;http_status=200;robots_indexable=yes;content_metrics_from_rendered_main"
"route:/collections/week-in-argentina","public_route","/collections/week-in-argentina","ru","Неделя в Аргентине — подборки мест","published_public","not_recorded","not_recorded","review_required","not_recorded","not_recorded","not_recorded","review_required","2","missing","0","not_measured","not_measured","0","0","not_verified","yes","not_measured","HUMAN_REVIEW","Destination editor","present_in_0-error_public_editorial_sitemap;http_status=200;robots_indexable=yes;content_metrics_from_rendered_main"
"route:/collections/two-weeks-argentina","public_route","/collections/two-weeks-argentina","ru","Две недели по Аргентине — подборки мест","published_public","not_recorded","not_recorded","review_required","not_recorded","not_recorded","not_recorded","review_required","2","missing","0","not_measured","not_measured","0","0","not_verified","yes","not_measured","HUMAN_REVIEW","Destination editor","present_in_0-error_public_editorial_sitemap;http_status=200;robots_indexable=yes;content_metrics_from_rendered_main"
"route:/collections/best-patagonia","public_route","/collections/best-patagonia","ru","Лучшее Патагонии — подборки мест","published_public","not_recorded","not_recorded","review_required","not_recorded","not_recorded","not_recorded","review_required","2","missing","0","not_measured","not_measured","0","0","not_verified","yes","not_measured","HUMAN_REVIEW","Destination editor","present_in_0-error_public_editorial_sitemap;http_status=200;robots_indexable=yes;content_metrics_from_rendered_main"
"route:/collections/lake-district","public_route","/collections/lake-district","ru","Озёрный край и Дорога семи озёр — подборки мест","published_public","not_recorded","not_recorded","review_required","not_recorded","not_recorded","not_recorded","review_required","2","missing","0","not_measured","not_measured","0","0","not_verified","yes","not_measured","HUMAN_REVIEW","Destination editor","present_in_0-error_public_editorial_sitemap;http_status=200;robots_indexable=yes;content_metrics_from_rendered_main"
"route:/itineraries/patagonia-classic-10-days","public_route","/itineraries/patagonia-classic-10-days","ru","Классическая Патагония за 10 дней — маршрут | Пора в Аргентину","published_public","not_recorded","not_recorded","review_required","not_recorded","not_recorded","not_recorded","review_required","2","missing","0","not_measured","not_measured","0","0","not_verified","yes","not_measured","HUMAN_REVIEW","Destination editor","present_in_0-error_public_editorial_sitemap;http_status=200;robots_indexable=yes;content_metrics_from_rendered_main"
"route:/itineraries/northwest-7-days","public_route","/itineraries/northwest-7-days","ru","Северо-запад за 7 дней — маршрут | Пора в Аргентину","published_public","not_recorded","not_recorded","review_required","not_recorded","not_recorded","not_recorded","review_required","2","missing","0","not_measured","not_measured","0","0","not_verified","yes","not_measured","HUMAN_REVIEW","Destination editor","present_in_0-error_public_editorial_sitemap;http_status=200;robots_indexable=yes;content_metrics_from_rendered_main"
"route:/itineraries/buenos-aires-iguazu-5-days","public_route","/itineraries/buenos-aires-iguazu-5-days","ru","Буэнос-Айрес + Игуасу за 5 дней — маршрут | Пора в Аргентину","published_public","not_recorded","not_recorded","review_required","not_recorded","not_recorded","not_recorded","review_required","2","missing","0","not_measured","not_measured","0","0","not_verified","yes","not_measured","HUMAN_REVIEW","Destination editor","present_in_0-error_public_editorial_sitemap;http_status=200;robots_indexable=yes;content_metrics_from_rendered_main"
"route:/blog/authors","public_route","/blog/authors","ru","Авторы журнала — блог «Пора в Аргентину»","published_public","not_recorded","not_recorded","review_required","not_recorded","not_recorded","not_recorded","review_required","2","missing","0","not_measured","not_measured","0","0","not_verified","yes","not_measured","HUMAN_REVIEW","Blog editor","present_in_0-error_public_editorial_sitemap;http_status=200;robots_indexable=yes;content_metrics_from_rendered_main"
"route:/blog/authors/redaktsiya","public_route","/blog/authors/redaktsiya","ru","Редакция «Пора в Аргентину» — блог «Пора в Аргентину»","published_public","not_recorded","not_recorded","review_required","not_recorded","not_recorded","not_recorded","review_required","2","missing","0","not_measured","not_measured","0","0","not_verified","yes","not_measured","HUMAN_REVIEW","Blog editor","present_in_0-error_public_editorial_sitemap;http_status=200;robots_indexable=yes;content_metrics_from_rendered_main"
"route:/blog/hub/national-parks","public_route","/blog/hub/national-parks","ru","Национальные парки — блог «Пора в Аргентину»","published_public","not_recorded","not_recorded","review_required","not_recorded","not_recorded","not_recorded","review_required","2","missing","0","not_measured","not_measured","0","0","not_verified","yes","not_measured","HUMAN_REVIEW","Blog editor","present_in_0-error_public_editorial_sitemap;http_status=200;robots_indexable=yes;content_metrics_from_rendered_main"
"route:/blog/hub/putevoditel","public_route","/blog/hub/putevoditel","ru","Путеводитель — блог «Пора в Аргентину»","published_public","not_recorded","not_recorded","review_required","not_recorded","not_recorded","not_recorded","review_required","2","missing","0","not_measured","not_measured","0","0","not_verified","yes","not_measured","HUMAN_REVIEW","Blog editor","present_in_0-error_public_editorial_sitemap;http_status=200;robots_indexable=yes;content_metrics_from_rendered_main"
"route:/blog/hub/patagonia","public_route","/blog/hub/patagonia","ru","Патагония — блог «Пора в Аргентину»","published_public","not_recorded","not_recorded","review_required","not_recorded","not_recorded","not_recorded","review_required","2","missing","0","not_measured","not_measured","0","0","not_verified","yes","not_measured","HUMAN_REVIEW","Blog editor","present_in_0-error_public_editorial_sitemap;http_status=200;robots_indexable=yes;content_metrics_from_rendered_main"
"route:/blog/hub/sever-i-salta","public_route","/blog/hub/sever-i-salta","ru","Север и Сальта — блог «Пора в Аргентину»","published_public","not_recorded","not_recorded","review_required","not_recorded","not_recorded","not_recorded","review_required","2","missing","0","not_measured","not_measured","0","0","not_verified","yes","not_measured","HUMAN_REVIEW","Blog editor","present_in_0-error_public_editorial_sitemap;http_status=200;robots_indexable=yes;content_metrics_from_rendered_main"
"route:/blog/iguazu-%D1%81%D0%BE%D0%B2%D0%B5%D1%82%D1%8B-%D0%BD%D0%BE%D0%B2%D0%B8%D1%87%D0%BA%D0%B0%D0%BC","public_route","/blog/iguazu-%D1%81%D0%BE%D0%B2%D0%B5%D1%82%D1%8B-%D0%BD%D0%BE%D0%B2%D0%B8%D1%87%D0%BA%D0%B0%D0%BC","ru","Водопады Игуасу: полный гид для новичков — с чего начать","published_public","not_recorded","not_recorded","review_required","not_recorded","not_recorded","not_recorded","review_required","2","missing","0","not_measured","not_measured","0","0","not_verified","yes","not_measured","HUMAN_REVIEW","Blog editor","present_in_0-error_public_editorial_sitemap;http_status=200;robots_indexable=yes;content_metrics_from_rendered_main"
"route:/blog/itinerary-%D0%B7%D0%B0-14-%D0%B4%D0%BD%D0%B5%D0%B9","public_route","/blog/itinerary-%D0%B7%D0%B0-14-%D0%B4%D0%BD%D0%B5%D0%B9","ru","Аргентина за 14 дней: маршрут BA, Игуасу, Патагония, Барилоче","published_public","not_recorded","not_recorded","review_required","not_recorded","not_recorded","not_recorded","review_required","2","missing","0","not_measured","not_measured","0","0","not_verified","yes","not_measured","HUMAN_REVIEW","Blog editor","present_in_0-error_public_editorial_sitemap;http_status=200;robots_indexable=yes;content_metrics_from_rendered_main"
"route:/blog/natsionalnyy-park-poluostrov-valdes","public_route","/blog/natsionalnyy-park-poluostrov-valdes","ru","Полуостров Вальдес: киты, пингвины и wildlife — гид 2026","published_public","not_recorded","not_recorded","review_required","not_recorded","not_recorded","not_recorded","review_required","2","missing","0","not_measured","not_measured","0","0","not_verified","yes","not_measured","HUMAN_REVIEW","Blog editor","present_in_0-error_public_editorial_sitemap;http_status=200;robots_indexable=yes;content_metrics_from_rendered_main"
"route:/blog/natsionalnye-parki-argentiny","public_route","/blog/natsionalnye-parki-argentiny","ru","Все национальные парки Аргентины: список и гид 2026","published_public","not_recorded","not_recorded","review_required","not_recorded","not_recorded","not_recorded","review_required","2","missing","0","not_measured","not_measured","0","0","not_verified","yes","not_measured","HUMAN_REVIEW","Blog editor","present_in_0-error_public_editorial_sitemap;http_status=200;robots_indexable=yes;content_metrics_from_rendered_main"
"route:/blog/natsionalnyy-park-ibera","public_route","/blog/natsionalnyy-park-ibera","ru","Парк Ибера: болота Корриентеса и ягуары — гид 2026","published_public","not_recorded","not_recorded","review_required","not_recorded","not_recorded","not_recorded","review_required","2","missing","0","not_measured","not_measured","0","0","not_verified","yes","not_measured","HUMAN_REVIEW","Blog editor","present_in_0-error_public_editorial_sitemap;http_status=200;robots_indexable=yes;content_metrics_from_rendered_main"
"route:/blog/natsionalnyy-park-lanin","public_route","/blog/natsionalnyy-park-lanin","ru","Парк Ланин: вулкан, араукарии и озёра — гид 2026","published_public","not_recorded","not_recorded","review_required","not_recorded","not_recorded","not_recorded","review_required","2","missing","0","not_measured","not_measured","0","0","not_verified","yes","not_measured","HUMAN_REVIEW","Blog editor","present_in_0-error_public_editorial_sitemap;http_status=200;robots_indexable=yes;content_metrics_from_rendered_main"
"route:/blog/natsionalnyy-park-los-alerses","public_route","/blog/natsionalnyy-park-los-alerses","ru","Парк Лос-Алерсес: тысячелетние деревья — гид 2026","published_public","not_recorded","not_recorded","review_required","not_recorded","not_recorded","not_recorded","review_required","2","missing","0","not_measured","not_measured","0","0","not_verified","yes","not_measured","HUMAN_REVIEW","Blog editor","present_in_0-error_public_editorial_sitemap;http_status=200;robots_indexable=yes;content_metrics_from_rendered_main"
"route:/blog/natsionalnyy-park-los-cardones","public_route","/blog/natsionalnyy-park-los-cardones","ru","Парк Лос-Кардонес: кактусы и пустыня Сальты — гид 2026","published_public","not_recorded","not_recorded","review_required","not_recorded","not_recorded","not_recorded","review_required","2","missing","0","not_measured","not_measured","0","0","not_verified","yes","not_measured","HUMAN_REVIEW","Blog editor","present_in_0-error_public_editorial_sitemap;http_status=200;robots_indexable=yes;content_metrics_from_rendered_main"
"route:/blog/natsionalnyy-park-patagonia","public_route","/blog/natsionalnyy-park-patagonia","ru","Парк Патагония: плато, степь и кондоры — гид 2026","published_public","not_recorded","not_recorded","review_required","not_recorded","not_recorded","not_recorded","review_required","2","missing","0","not_measured","not_measured","0","0","not_verified","yes","not_measured","HUMAN_REVIEW","Blog editor","present_in_0-error_public_editorial_sitemap;http_status=200;robots_indexable=yes;content_metrics_from_rendered_main"
"route:/blog/natsionalnyy-park-talampaya","public_route","/blog/natsionalnyy-park-talampaya","ru","Парк Талампая: красный каньон Ла-Риохи — гид 2026","published_public","not_recorded","not_recorded","review_required","not_recorded","not_recorded","not_recorded","review_required","2","missing","0","not_measured","not_measured","0","0","not_verified","yes","not_measured","HUMAN_REVIEW","Blog editor","present_in_0-error_public_editorial_sitemap;http_status=200;robots_indexable=yes;content_metrics_from_rendered_main"
"route:/blog/wildlife-%D1%81-%D0%B3%D0%B8%D0%B4%D0%BE%D0%BC","public_route","/blog/wildlife-%D1%81-%D0%B3%D0%B8%D0%B4%D0%BE%D0%BC","ru","Дикая природа Аргентины: когда нужен гид, а когда можно самому","published_public","not_recorded","not_recorded","review_required","not_recorded","not_recorded","not_recorded","review_required","2","missing","0","not_measured","not_measured","0","0","not_verified","yes","not_measured","HUMAN_REVIEW","Blog editor","present_in_0-error_public_editorial_sitemap;http_status=200;robots_indexable=yes;content_metrics_from_rendered_main"
"route:/blog/banado-la-estrella","public_route","/blog/banado-la-estrella","ru","Баньядо-ла-Эстрелья: призрачные болота Формосы 2026","published_public","not_recorded","not_recorded","review_required","not_recorded","not_recorded","not_recorded","review_required","2","missing","0","not_measured","not_measured","0","0","not_verified","yes","not_measured","HUMAN_REVIEW","Blog editor","present_in_0-error_public_editorial_sitemap;http_status=200;robots_indexable=yes;content_metrics_from_rendered_main"
"route:/blog/ischigualasto-valle-de-la-luna","public_route","/blog/ischigualasto-valle-de-la-luna","ru","Исчигуаласто (Долина Луны): гид по парку 2026","published_public","not_recorded","not_recorded","review_required","not_recorded","not_recorded","not_recorded","review_required","2","missing","0","not_measured","not_measured","0","0","not_verified","yes","not_measured","HUMAN_REVIEW","Blog editor","present_in_0-error_public_editorial_sitemap;http_status=200;robots_indexable=yes;content_metrics_from_rendered_main"
"route:/blog/argentina-2-nedeli-marshrut","public_route","/blog/argentina-2-nedeli-marshrut","ru","Маршрут по Аргентине на 2 недели: план 2026","published_public","not_recorded","not_recorded","review_required","not_recorded","not_recorded","not_recorded","review_required","2","missing","0","not_measured","not_measured","0","0","not_verified","yes","not_measured","HUMAN_REVIEW","Blog editor","present_in_0-error_public_editorial_sitemap;http_status=200;robots_indexable=yes;content_metrics_from_rendered_main"
"route:/blog/argentina-10-dnej-3-nedeli","public_route","/blog/argentina-10-dnej-3-nedeli","ru","Маршрут по Аргентине на 10 дней и 3 недели (2026)","published_public","not_recorded","not_recorded","review_required","not_recorded","not_recorded","not_recorded","review_required","2","missing","0","not_measured","not_measured","0","0","not_verified","yes","not_measured","HUMAN_REVIEW","Blog editor","present_in_0-error_public_editorial_sitemap;http_status=200;robots_indexable=yes;content_metrics_from_rendered_main"
"route:/blog/ruta-40-sem-ozer","public_route","/blog/ruta-40-sem-ozer","ru","Дорога семи озёр и Рута 40: роуд-трип 2026","published_public","not_recorded","not_recorded","review_required","not_recorded","not_recorded","not_recorded","review_required","2","missing","0","not_measured","not_measured","0","0","not_verified","yes","not_measured","HUMAN_REVIEW","Blog editor","present_in_0-error_public_editorial_sitemap;http_status=200;robots_indexable=yes;content_metrics_from_rendered_main"
"route:/blog/vnutrennie-aviabilety-argentina","public_route","/blog/vnutrennie-aviabilety-argentina","ru","Внутренние авиабилеты по Аргентине 2026: как купить","published_public","not_recorded","not_recorded","review_required","not_recorded","not_recorded","not_recorded","review_required","2","missing","0","not_measured","not_measured","0","0","not_verified","yes","not_measured","HUMAN_REVIEW","Blog editor","present_in_0-error_public_editorial_sitemap;http_status=200;robots_indexable=yes;content_metrics_from_rendered_main"
"route:/blog/kak-dobratsya-v-argentinu","public_route","/blog/kak-dobratsya-v-argentinu","ru","Как добраться из России в Аргентину 2026: маршруты","published_public","not_recorded","not_recorded","review_required","not_recorded","not_recorded","not_recorded","review_required","2","missing","0","not_measured","not_measured","0","0","not_verified","yes","not_measured","HUMAN_REVIEW","Blog editor","present_in_0-error_public_editorial_sitemap;http_status=200;robots_indexable=yes;content_metrics_from_rendered_main"
"route:/blog/byudzhet-poezdki-argentina","public_route","/blog/byudzhet-poezdki-argentina","ru","Как рассчитать бюджет поездки по Аргентине","published_public","not_recorded","not_recorded","review_required","not_recorded","not_recorded","not_recorded","review_required","2","missing","0","not_measured","not_measured","0","0","not_verified","yes","not_measured","HUMAN_REVIEW","Blog editor","present_in_0-error_public_editorial_sitemap;http_status=200;robots_indexable=yes;content_metrics_from_rendered_main"
"route:/blog/stoimost-zhizni-buenos-aires","public_route","/blog/stoimost-zhizni-buenos-aires","ru","Как рассчитать стоимость жизни в Буэнос-Айресе","published_public","not_recorded","not_recorded","review_required","not_recorded","not_recorded","not_recorded","review_required","2","missing","0","not_measured","not_measured","0","0","not_verified","yes","not_measured","HUMAN_REVIEW","Blog editor","present_in_0-error_public_editorial_sitemap;http_status=200;robots_indexable=yes;content_metrics_from_rendered_main"
"route:/blog/kak-menyat-dengi-argentina","public_route","/blog/kak-menyat-dengi-argentina","ru","Обмен валюты в Аргентине: безопасный порядок действий","published_public","not_recorded","not_recorded","review_required","not_recorded","not_recorded","not_recorded","review_required","2","missing","0","not_measured","not_measured","0","0","not_verified","yes","not_measured","HUMAN_REVIEW","Blog editor","present_in_0-error_public_editorial_sitemap;http_status=200;robots_indexable=yes;content_metrics_from_rendered_main"
"route:/blog/buenos-aires-rajony","public_route","/blog/buenos-aires-rajony","ru","Буэнос-Айрес: гид по районам — где жить 2026","published_public","not_recorded","not_recorded","review_required","not_recorded","not_recorded","not_recorded","review_required","2","missing","0","not_measured","not_measured","0","0","not_verified","yes","not_measured","HUMAN_REVIEW","Blog editor","present_in_0-error_public_editorial_sitemap;http_status=200;robots_indexable=yes;content_metrics_from_rendered_main"
"route:/blog/mendoza-vinnyj-gid","public_route","/blog/mendoza-vinnyj-gid","ru","Мендоса: винный гид по Аргентине 2026 (Мальбек)","published_public","not_recorded","not_recorded","review_required","not_recorded","not_recorded","not_recorded","review_required","2","missing","0","not_measured","not_measured","0","0","not_verified","yes","not_measured","HUMAN_REVIEW","Blog editor","present_in_0-error_public_editorial_sitemap;http_status=200;robots_indexable=yes;content_metrics_from_rendered_main"
"route:/blog/vnzh-argentina-rezidenciya","public_route","/blog/vnzh-argentina-rezidenciya","ru","ВНЖ Аргентины 2026: все легальные пути и визы","published_public","not_recorded","not_recorded","review_required","not_recorded","not_recorded","not_recorded","review_required","2","missing","0","not_measured","not_measured","0","0","not_verified","yes","not_measured","HUMAN_REVIEW","Blog editor","present_in_0-error_public_editorial_sitemap;http_status=200;robots_indexable=yes;content_metrics_from_rendered_main"
"route:/blog/viza-cifrovogo-kochevnika-argentina","public_route","/blog/viza-cifrovogo-kochevnika-argentina","ru","Виза цифрового кочевника Аргентины: гид 2026","published_public","not_recorded","not_recorded","review_required","not_recorded","not_recorded","not_recorded","review_required","2","missing","0","not_measured","not_measured","0","0","not_verified","yes","not_measured","HUMAN_REVIEW","Blog editor","present_in_0-error_public_editorial_sitemap;http_status=200;robots_indexable=yes;content_metrics_from_rendered_main"
"route:/blog/dni-cuil-argentina","public_route","/blog/dni-cuil-argentina","ru","DNI, CUIL и CUIT для иностранца в Аргентине","published_public","not_recorded","not_recorded","review_required","not_recorded","not_recorded","not_recorded","review_required","2","missing","0","not_measured","not_measured","0","0","not_verified","yes","not_measured","HUMAN_REVIEW","Blog editor","present_in_0-error_public_editorial_sitemap;http_status=200;robots_indexable=yes;content_metrics_from_rendered_main"
"route:/blog/grazhdanstvo-argentiny","public_route","/blog/grazhdanstvo-argentiny","ru","Гражданство Аргентины за 2 года: гид 2026","published_public","not_recorded","not_recorded","review_required","not_recorded","not_recorded","not_recorded","review_required","2","missing","0","not_measured","not_measured","0","0","not_verified","yes","not_measured","HUMAN_REVIEW","Blog editor","present_in_0-error_public_editorial_sitemap;http_status=200;robots_indexable=yes;content_metrics_from_rendered_main"
"route:/blog/bankovskij-schet-argentina","public_route","/blog/bankovskij-schet-argentina","ru","Открытие банковского счёта в Аргентине для иностранца","published_public","not_recorded","not_recorded","review_required","not_recorded","not_recorded","not_recorded","review_required","2","missing","0","not_measured","not_measured","0","0","not_verified","yes","not_measured","HUMAN_REVIEW","Blog editor","present_in_0-error_public_editorial_sitemap;http_status=200;robots_indexable=yes;content_metrics_from_rendered_main"
"route:/blog/natsionalnyy-park-tierra-del-fuego","public_route","/blog/natsionalnyy-park-tierra-del-fuego","ru","Парк Огненная Земля: Ушуайя и край света — гид 2026","published_public","not_recorded","not_recorded","review_required","not_recorded","not_recorded","not_recorded","review_required","2","missing","0","not_measured","not_measured","0","0","not_verified","yes","not_measured","HUMAN_REVIEW","Blog editor","present_in_0-error_public_editorial_sitemap;http_status=200;robots_indexable=yes;content_metrics_from_rendered_main"
"route:/blog/natsionalnyy-park-nauel-uapi","public_route","/blog/natsionalnyy-park-nauel-uapi","ru","Парк Науэль-Уапи: Барилоче, озёра и горы — гид 2026","published_public","not_recorded","not_recorded","review_required","not_recorded","not_recorded","not_recorded","review_required","2","missing","0","not_measured","not_measured","0","0","not_verified","yes","not_measured","HUMAN_REVIEW","Blog editor","present_in_0-error_public_editorial_sitemap;http_status=200;robots_indexable=yes;content_metrics_from_rendered_main"
"route:/blog/natsionalnyy-park-los-glasiares","public_route","/blog/natsionalnyy-park-los-glasiares","ru","Парк Лос-Гласьярес: Перито-Морено и Фицрой, гид 2026","published_public","not_recorded","not_recorded","review_required","not_recorded","not_recorded","not_recorded","review_required","2","missing","0","not_measured","not_measured","0","0","not_verified","yes","not_measured","HUMAN_REVIEW","Blog editor","present_in_0-error_public_editorial_sitemap;http_status=200;robots_indexable=yes;content_metrics_from_rendered_main"
"route:/blog/natsionalnyy-park-iguasu","public_route","/blog/natsionalnyy-park-iguasu","ru","Национальный парк Игуасу: гид 2026, водопады и цены","published_public","not_recorded","not_recorded","review_required","not_recorded","not_recorded","not_recorded","review_required","2","missing","0","not_measured","not_measured","0","0","not_verified","yes","not_measured","HUMAN_REVIEW","Blog editor","present_in_0-error_public_editorial_sitemap;http_status=200;robots_indexable=yes;content_metrics_from_rendered_main"
"route:/blog/northwest-%D1%81%D0%B5%D0%B7%D0%BE%D0%BD-%D0%B4%D0%BE%D0%B6%D0%B4%D0%B5%D0%B9","public_route","/blog/northwest-%D1%81%D0%B5%D0%B7%D0%BE%D0%BD-%D0%B4%D0%BE%D0%B6%D0%B4%D0%B5%D0%B9","ru","Северо-запад Аргентины: Сезон дождей — практический гид","published_public","not_recorded","not_recorded","review_required","not_recorded","not_recorded","not_recorded","review_required","2","missing","0","not_measured","not_measured","0","0","not_verified","yes","not_measured","HUMAN_REVIEW","Blog editor","present_in_0-error_public_editorial_sitemap;http_status=200;robots_indexable=yes;content_metrics_from_rendered_main"
"route:/blog/northwest-%D0%B7%D0%B0-5-%D0%B4%D0%BD%D0%B5%D0%B9","public_route","/blog/northwest-%D0%B7%D0%B0-5-%D0%B4%D0%BD%D0%B5%D0%B9","ru","Северо-запад Аргентины за 5 дней: готовый маршрут по дням","published_public","not_recorded","not_recorded","review_required","not_recorded","not_recorded","not_recorded","review_required","2","missing","0","not_measured","not_measured","0","0","not_verified","yes","not_measured","HUMAN_REVIEW","Blog editor","present_in_0-error_public_editorial_sitemap;http_status=200;robots_indexable=yes;content_metrics_from_rendered_main"
